NUMERO_REGISTRO;PRODUTO_TECNICO_MARCA_COMERCIAL;INGREDIENTE_ATIVO(GRUPO_QUIMICI)(CONCENTRACAO);CLASSE;TITULAR_REGISTRO;EMPRESA_<PAIS>_TIPO;CLASSIFICACAO_TOXICOLOGICA;CLASSIFICACAO_AMBIENTAL
TC18224;Tidiazurom Técnico Rainbow ;tidiazurom (uréia) (980 g/kg);Herbicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC20525;Tidiazurom Técnico SL;tidiazurom (uréia) (980 g/kg);Herbicida/Regulador de Crescimento;Soloeste Industria, Comercio, Importacao e Exportacao Ltda - ME; (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
TC05926;Tidiazuron Técnico Nortox;tidiazurom (uréia) (980 g/kg);Herbicida;Nortox S.A. - Arapongas; (Jiangsu Repont Agrochemical Co. Ltd  - Rudong<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
04898;Tiger Técnico;piriproxifem (éter piridiloxipropílico) (950 g/kg);Inseticida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Sumitomo Chemical Company, Ltd - (Fábrica) - Misawa<JAPÃO>FABRICANTE) +  (Rudong Zhongyi Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Sumitomo Chemical India Limited. <ÍNDIA>FABRICANTE);III;II
TC20322;Tiodicarb Técnico Nortox II;tiodicarbe (metilcarbamato de oxima) (975 g/kg);Inseticida;Nortox S.A. - Arapongas; (Henan Jinpeng Chemicals Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;I
4113;Tiodicarbe Tecnico Alta;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba; (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);II;I
11316;Tiodicarbe Tecnico Sumitomo;tiobencarbe (tiocarbamato) (980 g/kg);Inseticida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Yancheng South Chemical Co, Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);II;I
TC22022;Tiodicarbe Técnico Agrolead ;tiodicarbe (metilcarbamato de oxima) (975 g/kg);Inseticida;Agro-Lead Brasil Assessoria em Produtos Agrícolas Ltda - EPP; (Henan Jinpeng Chemicals Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;I
TC21322;Tiodicarbe Técnico Albaugh;tiodicarbe (metilcarbamato de oxima) (975 g/kg);Inseticida;Albaugh Agro Brasil Ltda.- São Paulo; (Henan Jinpeng Chemicals Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;I
13916;Tiodicarbe Técnico CCAB;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;CCAB Agro S.A.   São Paulo; (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);II;I
3014;Tiodicarbe Técnico Consagro;tiodicarbe (metilcarbamato de oxima) (970 g/kg);Inseticida;Albaugh Agro Brasil Ltda.- São Paulo;;II;I
TC11520;Tiodicarbe Técnico Ouro Fino;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Ouro Fino Química S.A. - Uberaba; (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);PT;I
11616;Tiodicarbe Técnico Proventis;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Proventis Lifescience Defensivos Agrícolas Ltda; (Jiangsu Changlong Agrochemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);II;I
TC12424;Tiodicarbe Técnico Rainbow;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;I
TC11620;Tiodicarbe Técnico SN-Cropchem;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Cropchem Ltda - Porto Alegre;;PT;I
12116;Tiodicarbe Técnico Sinochem;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Sinochem Agro do Brasil Ltda. ; (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);II;I
11416;Tiodicarbe Técnico Sumitomo BR;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);II;I
14016;Tiodicarbe Técnico Tecnomyl;tiodicarbe (metilcarbamato de oxima) (980 g/kg);Inseticida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu; (Yancheng South Chemical Co, Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Lianyungang Avilive Chemical Co, Ltd. - Jiangsu <CHINA, REPUBLICA POPULAR>FABRICANTE);II;I
15919;Tiofanato Metil Técnico Nortox;tiofanato-metílico (benzimidazol (precursor de)) (975 g/kg);Fungicida;Nortox S.A. - Arapongas; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;III
27216;Tiofanato Metílico Técnico Cropchem;tiofanato-metílico (benzimidazol (precursor de)) (980 g/kg);Fungicida;Cropchem Ltda - Porto Alegre; (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;III
02819;Tiofanato Metílico Técnico Fersol ;tiofanato-metílico (benzimidazol (precursor de)) (970 g/kg);Fungicida;Ameribrás Indústria e Comércio Ltda.; (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;III
25616;Tiofanato Técnico CCAB;tiofanato-metílico (benzimidazol (precursor de)) (980 g/kg);Fungicida;CCAB Agro S.A.   São Paulo; (Jiangxi Heyi Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;III
TC12321;Tiofanato Técnico Sinon;tiofanato-metílico (benzimidazol (precursor de)) (980 g/kg);Fungicida;Sinon do Brasil Ltda. - Porto Alegre /RS.; (Sinon Corporation - Taichuan<TAIWAN (ILHA FORMOSA)>FABRICANTE);PT;III
TC02224;Tiofanato-Metílico Técnico AGX;tiofanato-metílico (benzimidazol (precursor de)) (970 g/kg);Fungicida;AGX DO BRASIL LTDA; (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;III
27316;Tiofanato-Metílico Técnico Agristar;tiofanato-metílico (benzimidazol (precursor de)) (980 g/kg);Fungicida;Albaugh Agro Brasil Ltda.- São Paulo; (Jiangxi Heyi Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;III
26916;Tiofanato-Metílico Técnico Globachem;tiofanato-metílico (benzimidazol (precursor de)) (980 g/kg);Fungicida;Globachem Proteção de Cultivos do Brasil Ltda. - Campinas/SP; (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangxi Heyi Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;III
02619;Tiofanato-Metílico Técnico SUP;tiofanato-metílico (benzimidazol (precursor de)) (970 g/kg);Fungicida;Sipcam Nichino Brasil S.A. - Uberaba/MG; (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;III
02719;Tiofanato-Metílico Técnico Tide;tiofanato-metílico (benzimidazol (precursor de)) (980 g/kg);Fungicida;Tide do Brasil Ltda - Porto Alegre/RS; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;III
18418;Tiofanato-metilico Tecnico Mega;tiofanato-metílico (benzimidazol (precursor de)) (980 g/kg);Fungicida;Meghmani Organics Biodefensivos e Agrícolas do Brasil Ltda - Campinas/SP;;IV;III
10413;Tiofanato-metilico Tecnico Pilarquim;tiofanato-metílico (benzimidazol (precursor de)) (987.5 g/kg);Fungicida;Pilarquim Br Comercial Ltda.- São Paulo;;III;III
24719;Tiofanato-metílico Técnico Adama ;tiofanato-metílico (benzimidazol (precursor de)) (980 g/kg);Fungicida;Adama Brasil S.A.- Londrina/PR; (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;III
02919;Tiofanato-metílico Técnico Consagro;tiofanato-metílico (benzimidazol (precursor de)) (970 g/kg);Fungicida;Albaugh Agro Brasil Ltda.- São Paulo; (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FABRICANTE);IV;III
27116;Tiofanato-metílico Técnico Proventis;tiofanato-metílico (benzimidazol (precursor de)) (980 g/kg);Fungicida;Proventis Lifescience Defensivos Agrícolas Ltda; (Jiangxi Heyi Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);II;III
TC09723;Tolpyralate Técnico ISK ;Tolpiralate (Benzoylpyrazole ) (941 g/kg);Herbicida;ISK Biosciences do Brasil Defensivos Agricolas Ltda; (Ishihara Sangyo Kaisha  LTD (Sede)<JAPÃO>FABRICANTE) +  (FarmHannong Co. Ltd. - Unidade Gumi<CORÉIA (DO SUL), REPÚBLICA DA>FABRICANTE) +  (Sanjjan India Limited - Mumbai<ÍNDIA>FABRICANTE) +  (Universal Chemicals & Industries Pvt. Ltd.<ÍNDIA>FABRICANTE);Não;III
04397;Topgan Técnico;imazaquim (imidazolinona) (950 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Adama Brasil S.A.- Londrina/PR<BRASIL>FABRICANTE) +  (Adama Brasil S.A. - Taquari<BRASIL>FABRICANTE);III;III
595;Trebon Técnico;etofenproxi (éter difenílico) (972 g/kg);Inseticida;Sipcam Nichino Brasil S.A. - Uberaba/MG; (Mitsui Chemicals INC. - Fukuoka<JAPÃO>FABRICANTE) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>FABRICANTE);III;II
906;Triadimenol Técnico C Dhanuka;triadimenol (triazol) (970 g/kg);Fungicida;Solagro Soluções Agrícolas Ltda - São Paulo/SP; (Jiangsu Sword Agrochemical Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Sword Agrochemicals Co. Ltd. - Jianhu<CHINA, REPUBLICA POPULAR>FABRICANTE);II;III
8299;Triadimenol Técnico M Dhanuka;triadimenol (triazol) (970 g/kg);Fungicida;Solagro Soluções Agrícolas Ltda - São Paulo/SP; (Adama Makhteshim Ltd - BeerSheva<ISRAEL>FABRICANTE);III;III
30019;Trichlopyr-Butotyl Técnico Lier;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Foison do Brasil Defensivos Agrícolas e Comércio Ltda; (Lier Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
0778599;Triciclazol Técnico 950;triciclazol (benzotiazol) (950 g/kg);Fungicida;CTVA Proteção de Cultivos Ltda - Barueri (Tamboré); (Kumiai Chemical Industry Co. Ltd. - Shizuoka Planta<JAPÃO>FABRICANTE) +  (NACL Industries Limited <ÍNDIA>FABRICANTE) +  (Deccan Fine Chemicals (India) Limited - Andhra Pradesh<ÍNDIA>FABRICANTE) +  (Jiangsu Changqing Agrochemical Co., Ltd - Yangzhou<CHINA, REPUBLICA POPULAR>FABRICANTE);II;II
3415;Triclopir Bee Técnico Milenia;Triclopir-butotílico (ácido piridiniloxialcanóico) (969 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Hebei Wanquan Lihua Chemicals Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC04423;Triclopir Butotílico Técnico FMC;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;FMC Química do Brasil Ltda. - Campinas/SP; (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC06824;Triclopir Butotílico Técnico Nortox V;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Nortox S.A. - Arapongas; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC12320;Triclopir Butotílico Técnico Rainbow;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ;;PT;II
TC04624;Triclopir Tecnico CropChem III;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Cropchem Ltda - Porto Alegre; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC14920;Triclopir Técnico Adama BR;Triclopir-butotílico (ácido piridiniloxialcanóico) (970 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 02<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
30119;Triclopir Técnico BRA;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;BRA Defensivos Agrícolas Ltda - Piracicaba/SP; (Lier Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC07324;Triclopir Técnico Cropchem;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Cropchem Ltda - Porto Alegre; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC06224;Triclopir Técnico Ihara I;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Iharabras S.A. Indústria Químicas - Sorocaba; (Lier Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
29819;Triclopir Técnico Ouro Fino;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Ouro Fino Química S.A. - Uberaba; (Lier Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
29919;Triclopir Técnico Pilarquim ;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Pilarquim Br Comercial Ltda.- São Paulo; (Lier Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC06924;Triclopir Técnico Proventis;Triclopir-butotílico (ácido piridiniloxialcanóico) (969 g/kg);Herbicida;Proventis Lifescience Defensivos Agrícolas Ltda; (Hebei Wanquan Lihua Chemicals Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
12018;Triclopir Técnico Tecnomyl;Triclopir-butotílico (ácido piridiniloxialcanóico) (969 g/kg);Herbicida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;;III;II
30219;Triclopir Técnico Tide;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Tide do Brasil Ltda - Porto Alegre/RS; (Lier Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
29719;Triclopir-Butotílico Técnico Adama ;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Lier Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC05824;Triclopir-Butotílico Técnico Adama 2;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC05224;Triclopir-Butotílico Técnico Albaugh FGS;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Albaugh Agro Brasil Ltda.- São Paulo; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
12818;Triclopir-Butotílico Técnico Sumitomo;Triclopir-butotílico (ácido piridiniloxialcanóico) (969 g/kg);Herbicida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Hebei Wanquan Lihua Chemicals Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC04026;Triclopir-butotílico Técnico Gharda;Triclopir-butotílico (ácido piridiniloxialcanóico) (970 g/kg);Herbicida;Gharda do Brasil Soluções Agrícolas Ltda. ; (Gharda Chemical Limited - Lote Plant<ÍNDIA>FABRICANTE);PT;II
30319;Triclopyr BEE Técnico;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Globachem Proteção de Cultivos do Brasil Ltda. - Campinas/SP;;III;II
0528598;Triclopyr Ester Butoxi Etilico Técnico;Triclopir-butotílico (ácido piridiniloxialcanóico) (960 g/kg);Herbicida;CTVA Proteção de Cultivos Ltda - Barueri (Tamboré); (Corteva Agriscience LLC - Midland - Michigan<ESTADOS UNIDOS>FABRICANTE);III;II
6808;Triclopyr Ester Técnico Volcano;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Volcano Agroscience (PTY) Ltd.<ÁFRICA DO SUL>FABRICANTE);III;II
TC09024;Triclopyr Técnico Agrogill;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Agrogill Chemicals Ltda; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
11918;Triclopyr Técnico CCAB;Triclopir-butotílico (ácido piridiniloxialcanóico) (969 g/kg);Herbicida;CCAB Agro S.A.   São Paulo; (Hebei Wanquan Lihua Chemicals Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC18624;Triclopyr Técnico CCAB II;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;CCAB Agro S.A.   São Paulo; (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC05524;Triclopyr Técnico Ihara III;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Iharabras S.A. Indústria Químicas - Sorocaba; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC04924;Triclopyr-Butotyl Technical UPL;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/L);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
39319;Triclopyr-Butotyl Técnico Sino-Agri;Triclopir-butotílico (ácido piridiniloxialcanóico) (980 g/kg);Herbicida;Lemma Agronegócios Importação e Exportação Ltda.; (Lier Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC00224;Tricyclazole Técnico Indofil;triciclazol (benzotiazol) (980 g/kg);Fungicida;Indofil Industries do Brasil Ltda.; (Indofil Industries Limited  Planta Azad Nagar - Thane<ÍNDIA>FABRICANTE);PT;II
3728200;Trifenil Hidróxido de Estanho Técnico;hidróxido de fentina (organoestânico) (950 g/kg);Fungicida;Syngenta Proteção de Cultivos Ltda.  São Paulo/SP; (PMC Organometallix, Inc. - Carrallton<ESTADOS UNIDOS>FABRICANTE);II;I
8915;Trifloxissulfurom Sódico Técnico CCAB;trifloxissulfurom-sódico (sulfoniluréia) (960 g/kg);Herbicida;CCAB Agro S.A.   São Paulo; (Jiangxi Synica Enterprise Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Tecnomyl S.A. - Villeta<PARAGUAI>FABRICANTE);II;III
8315;Trifloxissulfurom Sódico Técnico TECNOMYL;trifloxissulfurom-sódico (sulfoniluréia) (945.7 g/kg);Herbicida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu; (Jiangxi Synica Enterprise Co Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Tecnomyl S.A. - Villeta<PARAGUAI>FABRICANTE);II;II
TC12221;Trifloxistrobin Técnico CHD'S;trifloxistrobina (estrobilurina) (975 g/kg);Fungicida;CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   ; (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC17825;Trifloxistrobin Técnico Nortox;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Nortox S.A. - Arapongas; (Yancheng HuiHuang Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC17525;Trifloxistrobin Técnico Nortox II;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Nortox S.A. - Arapongas; (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC12021;Trifloxistrobin Técnico Nortox III;trifloxistrobina (estrobilurina) (975 g/kg);Fungicida;Nortox S.A. - Arapongas; (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC24625;Trifloxistrobin Técnico Nortox IV;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Nortox S.A. - Arapongas; (Zhejiang Udragon Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC03723;Trifloxistrobin Técnico Perterra;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Perterra Insumos Agropecuários S.A.  São Paulo/SP; (Jiangsu Jiannong ABA Agrochemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC02022;Trifloxistrobin Técnico Sinon;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Sinon do Brasil Ltda. - Porto Alegre /RS.; (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC11421;Trifloxistrobin Técnico YNG;trifloxistrobina (estrobilurina) (975 g/kg);Fungicida;Yonon Brasil Defensivos Agricolas Ltda; (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC18221;Trifloxistrobina Tradecorp Técnico;trifloxistrobina (estrobilurina) (975 g/kg);Fungicida;Ascenza Brasil Ltda - Hortolândia/SP; (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC08725;Trifloxistrobina Técnico Albaugh 03;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Albaugh Agro Brasil Ltda.- São Paulo; (Zhejiang Udragon Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC10923;Trifloxistrobina Técnico CAC;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;CAC Quimica do Brasil Ltda; (CAC Nantong Chemical Co. Ltd. - Jiangsu<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangxi Tianyu Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC12121;Trifloxistrobina Técnico CropChem;trifloxistrobina (estrobilurina) (975 g/kg);Fungicida;Cropchem Ltda - Porto Alegre; (Zhejiang Bosst Cropscience Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC22225;Trifloxistrobina Técnico CropChem II;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Cropchem Ltda - Porto Alegre; (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC22425;Trifloxistrobina Técnico JYTFS;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC10821;Trifloxistrobina Técnico Ouro Fino;trifloxistrobina (estrobilurina) (975 g/kg);Fungicida;Ouro Fino Química S.A. - Uberaba; (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC11221;Trifloxistrobina Técnico Rainbow;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC25925;Trifloxistrobina Técnico Tecnomyl IV;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu; (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC26025;Trifloxistrobina U Técnico Helm;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Helm do Brasil Mercantil - São Paulo/SP; (Zhejiang Udragon Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
09801;Trifloxystrobin Técnico;trifloxistrobina (estrobilurina) (960 g/kg);Fungicida;Bayer S.A. - São Paulo/ SP; (Bayer CropScience Schweiz AG - Muttenz<SUÍCA>FABRICANTE);II;II
TC11621;Trifloxystrobin Técnico 975 AGCN;trifloxistrobina (estrobilurina) (975 g/kg);Fungicida;Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP; (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC22025;Trifloxystrobin Técnico FB;trifloxistrobina (estrobilurina) (980 g/kg);Fungicida;Agroallianz S.A; (Yancheng HuiHuang Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
