nr_registro,marca_comercial,formulacao,ingrediente_ativo,titular_de_registro,classe,modo_de_acao,cultura,praga_nome_cientifico,praga_nome_comum,empresa_pais_tipo,classe_toxicologica,classe_ambiental,organicos,situacao
42018,Glifosato Soma 480 SL,SL - Concentrado Solúvel,glifosato-sal de isopropilamina (glicina substituída) (480 g/L),CCAB AGRO S.A.   SÃO PAULO,Herbicida,Sistêmico e não seletivo,CANA-DE-AÇÚCAR,Euphorbia heterophylla,amendoim-bravo; café-do-diabo; flor-de-poetas," (Tecnomyl S.A. - Villeta<PARAGUAI>FORMULADOR) +  (Yangzhou Pionner Chemical Co., Ltd <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 02<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Phyteurop S.A.<FRANÇA>FORMULADOR) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jingma Chemicals Co., Ltd. - Zhejiang<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>MANIPULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>MANIPULADOR) +  (Oxiquímica Agrociência Ltda<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Energis8 Indústria e Comércio de Lubrificantes Ltda - Filial<BRASIL>MANIPULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Oxiquímica Agrociência Ltda<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR)",Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,NAO,True
40824,Dream,EC - Concentrado Emulsionável,etofenproxi (éter difenílico) (500 g/L),SIPCAM NICHINO BRASIL S.A. - UBERABA/MG,Inseticida,,GOIABA,Triozoida limbata,Psilídeo da goiabeira, (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>FORMULADOR),Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Muito Perigoso ao Meio Ambiente,NAO,True
27920,Claque,SL - Concentrado Solúvel,ciproconazol (triazol) (100 g/L),ASCENZA BRASIL LTDA - HORTOLÂNDIA/SP,Fungicida,,CRISÂNTEMO,Puccinia horiana,Ferrugem-branca," (Huaian Glory Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Sevencontinent Green Chemical Co., Ltd - Unit II<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Hangzhou Udragon Chemical Co., Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>MANIPULADOR) +  (Indústrias Químicas Lorena Ltda - Roseira <BRASIL>FORMULADOR) +  (Matiza Industrialização Agrobiológica Ltda - Paulínia/SP<BRASIL>MANIPULADOR) +  (Oxiquímica Agrociência Ltda<BRASIL>FORMULADOR) +  (Agrotechnica Industria E Comercio De Fertilizantes Ltda <BRASIL>FORMULADOR)",Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Muito Perigoso ao Meio Ambiente,NAO,True
17722,Belanty,SC - Suspensão Concentrada,mefentrifluconazol (triazol) (400 g/L),BASF S.A.  SÃO PAULO,Fungicida,,MELANCIA,Sphaerotheca fuliginea,Míldio-pulverulento;  Oídio, (Basf S.A.  Guaratinguetá<BRASIL>FORMULADOR) +  (Basf Corporation - Georgia<ESTADOS UNIDOS>FORMULADOR) +  (Basf  Espanola S.L. - Tarragona<ESPANHA>FORMULADOR),Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,NAO,True
1126,S-Metolaclor 960 EC B2,EC - Concentrado Emulsionável,S-metolacloro (cloroacetanilida) (960 g/L),PERTERRA INSUMOS AGROPECUÁRIOS S.A.  SÃO PAULO/SP,Herbicida,Seletivo,ALGODÃO,Eleusine indica,capim-da-cidade (2); capim-de-pomar; capim-pé-de-galinha (1)," (Sino-Agri Leading (Tianjin) Agrochemical Company Limited.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>MANIPULADOR)",Categoria 4  Produto Pouco Tóxico,Produto Muito Perigoso ao Meio Ambiente,NAO,True
28825,Wynphosate; Wynphosate 720 WG; Sunphosate 720 WG,WG - Grânulos Dispersíveis em Água,glifosato-sal de amônio (glicina substituída) (792.5 g/kg),WYNCA DO BRASIL LTDA  SÃO PAULO,Herbicida,,SOJA,Amaranthus hybridus,bredo (3); caruru-branco; caruru-roxo," (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhenjiang Jiangnan Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>MANIPULADOR) +  (Adama Brasil S.A. - Taquari<BRASIL>MANIPULADOR) +  (De Sangosse Agroquímica Ltda<BRASIL>MANIPULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>MANIPULADOR) +  (Iharabras S.A. Indústria Químicas - Sorocaba<BRASIL>MANIPULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>MANIPULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>MANIPULADOR) +  (Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Tecnocell Agroflorestal Ltda.<BRASIL>MANIPULADOR)",Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,NAO,True
5123,Elglysate 480 SL,SL - Concentrado Solúvel,glifosato-sal de isopropilamina (glicina substituída) (480 g/L),AGROALLIANZ S.A,Herbicida,,MAÇÃ,Sorghum halepense,capim-argentino; capim-cevada; capim-massambará," (Jingma Chemicals Co., Ltd. - Zhejiang<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Nortox S.A. - Arapongas<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>FORMULADOR) +  (AGM Argentina S.A - Pilar<ARGENTINA>FORMULADOR) +  (Compania Cibeles S.A.<URUGUAI>FORMULADOR) +  (CHDS Agrochemicals S.A.I.C.<PARAGUAI>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP <BRASIL>FORMULADOR) +  (UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A.  - Salto de Pirapora/SP<BRASIL>FORMULADOR) +  (Iprochem Co., Ltd - Shenzhen<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 02<CHINA, REPUBLICA POPULAR>FORMULADOR)",Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,NAO,True
13221,Biffo,WG - Grânulos Dispersíveis em Água,Glufosinato - sal de amônio (homoalanina substituída) (800 g/kg),SUMITOMO CHEMICAL BRASIL INDÚSTRIA QUÍMICA S.A. - MARACANAÚ/CE,Herbicida/Regulador de Crescimento,,ALGODÃO OGM,Digitaria sanguinalis,capim-colchão (2); capim-das-roças (2); milhã (1)," (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>MANIPULADOR) +  (Sinon do Brasil Ltda. - Filial Passo Fundo/RS<BRASIL>IMPORTADOR) +  (Sinon do Brasil Ltda. - Filial Sumaré/SP<BRASIL>IMPORTADOR) +  (Sinon do Brasil Ltda. - Filial Mariópolis/PR<BRASIL>IMPORTADOR) +  (Sinon do Brasil Ltda. - Porto Alegre /RS.<BRASIL>IMPORTADOR) +  (Sinon do Brasil Ltda. - Filial Uberaba/MG<BRASIL>IMPORTADOR)",Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,NAO,True
38424,Glister Off,SL - Concentrado Solúvel,glifosato-sal de isopropilamina (glicina substituída) (600 g/L),SINON DO BRASIL LTDA. - PORTO ALEGRE /RS.,Herbicida,Sistêmico,MAMÃO,Raphanus raphanistrum,nabiça (1); nabo (1); nabo-bravo," (Sinon Corporation - Taichuan<TAIWAN (ILHA FORMOSA)>FORMULADOR) +  (Sinon Chemical CO. LTD. - Shanghai/China <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Oxiquímica Agrociência Ltda<BRASIL>MANIPULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>MANIPULADOR) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>MANIPULADOR) +  (Adama Brasil S.A. - Taquari<BRASIL>MANIPULADOR)",Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,NAO,True
324,Glifosato CHDS 720 WG ,WG - Grânulos Dispersíveis em Água,glifosato (glicina substituída) (792 g/kg),CHDS DO BRASIL COMÉRCIO DE INSUMOS AGRÍCOLAS LTDA - SÃO MIGUEL DO IGUAÇU/PR,Herbicida,,NECTARINA,Cyperus rotundus,alho; capim-dandá; junça-aromática," (CHDS Agrochemicals S.A.I.C.<PARAGUAI>FORMULADOR) +  (Jingma Chemicals Co., Ltd. - Zhejiang<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>MANIPULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>MANIPULADOR) +  (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Hubei Trisun Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Trust Crop Protection Technology Co., Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhenjiang Jiangnan Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Sichuan Leshan Fuhua Tongda Agro-Chemical Technology Co Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Disam Distribuidora de Insumos Agr. Sul América Ltda.- São Miguel do Iguaçu/PR<BRASIL>IMPORTADOR) +  (Agroallianz S.A<BRASIL>IMPORTADOR) +  (Alta América Latina Tecnologia Agrícola Ltda - Filial Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Ibiporã<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agricola Ltda. - Filial Cuiabá<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Uberaba<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Passo Fundo<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Barueri<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   São Paulo<BRASIL>IMPORTADOR) +  (CCAB Agro S.A. - Sorriso/MT<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Luis Eduardo Magalhães<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Rondonópolis<BRASIL>IMPORTADOR) +  (CCAB Agro S.A. - Aparecida de Goiania/GO<BRASIL>IMPORTADOR) +  (CCAB Agro S.A - Barueri<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.  Ibiporã<BRASIL>IMPORTADOR) +  (CCAB Agro S.A. - Araguarina/TO<BRASIL>IMPORTADOR) +  (CCAB AGRO S.A. - Uberlândia-MG <BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  Cuiaba<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Lucas do Rio Verde/MT<BRASIL>IMPORTADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>IMPORTADOR) +  (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR)",Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,NAO,True
27123,NOONQUAT 200 SL,SL - Concentrado Solúvel,Dibrometo de diquate (bipiridílio) (374 g/L),INOVATIS AGRONEGOCIOS IMPORTAÇÃO E EXPORTAÇÃO LTDA.,Herbicida,,SOJA,Amaranthus viridis,bredo (1); caruru (2); caruru-de-mancha," (Nanjing Huazhou Pharmaceutical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Fersol Indústria e Comércio Ltda.<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Dezhou Luba Fine Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Lier Cropscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Noon Crop Science Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Nantong Jinling Agrochemical - Rudong<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Anhui Richen Plant Protection Engineering Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Green Place Comércio e Distribuição Ltda.<BRASIL>IMPORTADOR) +  (Green Place Comércio e Distribuição Ltda - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (Green Place Comércio e Distribuição Ltda. - Ibiporã/PR<BRASIL>IMPORTADOR) +  (Green Place Comércio e Distribuição Ltda. - Rondonópolis/MT<BRASIL>IMPORTADOR) +  (Green Place Comércio e Distribuição Ltda. - Uberaba<BRASIL>IMPORTADOR) +  (Somax Agro do Brasil Ltda - Foz do Iguaçu/PR<BRASIL>IMPORTADOR) +  (Somax Agro do Brasil Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Filial Cuiaba/MT<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Matriz Cuiaba/MT<BRASIL>IMPORTADOR) +  (Amaggi Exportação e Importação Ltda - Sorriso/ MT<BRASIL>IMPORTADOR)",Categoria 2  Produto Altamente Tóxico,Produto Perigoso ao Meio Ambiente,NAO,True
3322,Shift,SL - Concentrado Solúvel,fomesafem (éter difenílico) (250 g/L),ALTA - AMERICA LATINA TECNOLOGIA AGRÍCOLA LTDA.- CURITIBA,Herbicida,,SOJA,Nicandra physaloides,balão; bexiga; joá-de-capote (1)," (Qingdao Hansen Biologic Science CO., LTD<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jingbo Agrochemicals Technology Co Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Lion Agrevo (Jiangsu) Co,.Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Jadesheen Biotech Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR)",Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,NAO,True
38424,Glister Off,SL - Concentrado Solúvel,glifosato-sal de isopropilamina (glicina substituída) (600 g/L),SINON DO BRASIL LTDA. - PORTO ALEGRE /RS.,Herbicida,Sistêmico,PINUS,Ageratum conyzoides,catinga-de-bode; erva-de-são-joão (1); mentrasto," (Sinon Corporation - Taichuan<TAIWAN (ILHA FORMOSA)>FORMULADOR) +  (Sinon Chemical CO. LTD. - Shanghai/China <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Oxiquímica Agrociência Ltda<BRASIL>MANIPULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>MANIPULADOR) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>MANIPULADOR) +  (Adama Brasil S.A. - Taquari<BRASIL>MANIPULADOR)",Categoria 5  Produto Improvável de Causar Dano Agudo,Produto Perigoso ao Meio Ambiente,NAO,True
10319,Atrazina Fersol 500 SC; Atraforce 500 SC;,SC - Suspensão Concentrada,Atrazina (triazina) (500 g/L),AMERIBRÁS INDÚSTRIA E COMÉRCIO LTDA.,Herbicida,"sistêmico, contato e ingestão",SORGO,Nicandra physaloides,balão; bexiga; joá-de-capote (1)," (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   <BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Balsas/MA<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Luis Eduardo Magalhães /BA<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Lucas do Rio Verde/MT<BRASIL>IMPORTADOR) +  (BRA Defensivos Agrícolas Ltda. (Rendenção)<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Carazinho/RS<BRASIL>IMPORTADOR) +  (Alamos do Brasil Ltda.<BRASIL>IMPORTADOR) +  (Alamos do Brasil Ltda.  - Pinhalzinho<BRASIL>IMPORTADOR) +  (Alamos do Brasil Ltda. - Filial Mariópolis<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Barueri<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Passo Fundo<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agrícola Ltda. - Filial Uberaba<BRASIL>IMPORTADOR) +  (ALTA - America Latina Tecnologia Agricola Ltda. - Filial Cuiabá<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (Stockton Agrimor do Brasil Ltda.<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Luis Eduardo Magalhães<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   Rondonópolis<BRASIL>IMPORTADOR) +  (CCAB Agro S.A.   São Paulo<BRASIL>IMPORTADOR) +  (Macrofértil Indústria e Comércio de Fertilizantes Ltda. - Ponta Grossa<BRASIL>IMPORTADOR) +  (Macrofértil Indústria e Comércio de Fertilizantes Ltda. - Aparecida de Goiania<BRASIL>IMPORTADOR) +  (Macrofértil Indústria e Comércio de Fertilizantes Ltda. - Cuiaba<BRASIL>IMPORTADOR) +  (Macrofértil Indústria e Comércio de Fertilizantes Ltda. - Paraguaçu Paulista<BRASIL>IMPORTADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (CHDS Agrochemicals S.A.I.C.<PARAGUAI>FORMULADOR) +  (Aimco Pesticides Ltd.  <ÍNDIA>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhongshan Química do Brasil - Sorocaba/SP<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Carazinho/RS<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Barueri/SP<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Apucarana/PR- Parque Industrial <BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Carazinho<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda - Nova Mutum<BRASIL>IMPORTADOR) +  (CCAB Agro S.A - Barueri<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Uberaba/MG<BRASIL>IMPORTADOR) +  (Nutrien Soluções Agrícolas Ltda.  Itapetininga/SP<BRASIL>IMPORTADOR) +  (Nutrien Soluções Agrícolas Ltda.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  Cuiaba<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi-  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Paulínia/SP<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil Ltda  Paraguaçu Paulista/SP<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A. - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A.  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Zhongshan Químic",Categoria 3  Produto Moderadamente Tóxico,Produto Muito Perigoso ao Meio Ambiente,NAO,True
